Date,Price,Open,High,Low,Vol.,Change %
"Nov 27, 2018","2,75,388","2,73,139","2,79,521","2,62,697",-,0.82%
"Nov 26, 2018","2,73,139","2,89,011","2,96,517","2,63,239",-,-5.85%
"Nov 25, 2018","2,90,110","2,77,363","2,96,839","2,58,434",-,4.60%
"Nov 24, 2018","2,77,363","3,12,091","3,18,612","2,70,585",-,-11.13%
"Nov 23, 2018","3,12,091","3,09,447","3,17,136","2,99,968",-,0.30%
"Nov 22, 2018","3,11,158","3,32,673","3,35,432","3,11,158",-,-6.58%
"Nov 21, 2018","3,33,080","3,28,559","3,40,197","3,16,409",-,1.63%
"Nov 20, 2018","3,27,748","3,54,051","3,61,030","3,08,374",-,-7.43%
"Nov 19, 2018","3,54,051","4,06,264","4,06,264","3,49,633",-,-12.85%
"Nov 18, 2018","4,06,264","4,03,909","4,09,917","4,03,500",-,0.58%
"Nov 17, 2018","4,03,909","4,06,335","4,06,335","4,00,097",-,-0.60%
"Nov 16, 2018","4,06,335","4,13,546","4,13,981","3,98,762",-,-1.74%
"Nov 15, 2018","4,13,546","4,28,926","4,28,926","3,91,492",-,-2.97%
"Nov 14, 2018","4,26,203","4,68,694","4,69,387","4,11,341",-,-9.14%
"Nov 13, 2018","4,69,093","4,71,981","4,71,981","4,66,150",-,-0.61%
"Nov 12, 2018","4,71,981","4,67,460","4,72,245","4,67,460",-,0.81%
"Nov 11, 2018","4,68,210","4,67,312","4,68,707","4,62,436",-,0.19%
"Nov 10, 2018","4,67,312","4,66,520","4,69,543","4,66,106",-,0.17%
"Nov 09, 2018","4,66,520","4,72,424","4,72,989","4,63,801",-,-1.25%
"Nov 08, 2018","4,72,424","4,75,761","4,76,821","4,69,029",-,-0.70%
"Nov 07, 2018","4,75,761","4,77,340","4,83,087","4,73,544",-,-0.33%
"Nov 06, 2018","4,77,340","4,71,447","4,77,340","4,69,557",-,1.25%
"Nov 05, 2018","4,71,447","4,72,865","4,74,097","4,69,224",-,-0.30%
"Nov 04, 2018","4,72,865","4,66,888","4,75,776","4,64,863",-,1.28%
"Nov 03, 2018","4,66,888","4,69,746","4,70,133","4,62,810",-,-0.61%
"Nov 02, 2018","4,69,746","4,69,230","4,72,126","4,63,474",-,0.11%
"Nov 01, 2018","4,69,230","4,71,799","4,72,273","4,64,563",-,-0.54%
"Oct 31, 2018","4,71,799","4,66,271","4,73,224","4,62,470",-,1.19%
"Oct 30, 2018","4,66,271","4,66,919","4,69,716","4,65,026",-,-0.14%
"Oct 29, 2018","4,66,919","4,74,657","4,78,592","4,65,205",-,-1.63%
"Oct 28, 2018","4,74,657","4,75,323","4,76,047","4,72,113",-,-0.14%
"Oct 27, 2018","4,75,323","4,77,619","4,79,250","4,73,970",-,-0.48%
"Oct 26, 2018","4,77,612","4,78,050","4,83,038","4,76,874",-,-0.09%
"Oct 25, 2018","4,78,050","4,79,956","4,82,213","4,75,427",-,-0.40%
"Oct 24, 2018","4,79,956","4,79,669","4,85,345","4,79,158",-,0.06%
"Oct 23, 2018","4,79,669","4,85,119","4,85,575","4,79,243",-,-1.12%
"Oct 22, 2018","4,85,119","4,84,270","4,86,609","4,81,133",-,0.22%
"Oct 21, 2018","4,84,057","4,83,962","4,88,980","4,83,734",-,0.04%
"Oct 20, 2018","4,83,873","4,79,615","4,85,556","4,78,422",-,0.89%
"Oct 19, 2018","4,79,582","4,90,538","4,90,538","4,79,053",-,-2.23%
"Oct 18, 2018","4,90,538","4,98,116","4,98,424","4,82,926",-,-1.51%
"Oct 17, 2018","4,98,049","4,96,197","4,99,189","4,91,675",-,0.32%
"Oct 16, 2018","4,96,476","4,99,545","5,09,525","4,89,407",-,-0.61%
"Oct 15, 2018","4,99,545","4,66,812","5,56,182","4,64,212",-,7.04%
"Oct 14, 2018","4,66,672","4,66,165","4,71,514","4,65,582",-,0.11%
"Oct 13, 2018","4,66,165","4,63,718","4,66,533","4,63,372",-,0.47%
"Oct 12, 2018","4,64,006","4,63,957","4,68,519","4,60,820",-,-0.04%
"Oct 11, 2018","4,64,209","4,95,444","4,96,866","4,60,574",-,-6.30%
"Oct 10, 2018","4,95,444","4,96,797","4,96,797","4,84,010",-,-0.27%
"Oct 09, 2018","4,96,797","4,93,120","4,97,170","4,89,743",-,0.75%
"Oct 08, 2018","4,93,120","4,86,955","4,97,348","4,86,816",-,1.27%
"Oct 07, 2018","4,86,955","4,88,489","4,89,460","4,84,295",-,-0.31%
"Oct 06, 2018","4,88,489","4,92,409","4,92,661","4,86,414",-,-0.80%
"Oct 05, 2018","4,92,409","4,88,470","4,93,898","4,82,427",-,0.81%
"Oct 04, 2018","4,88,470","4,80,636","4,89,787","4,76,695",-,1.69%
"Oct 03, 2018","4,80,351","4,78,677","4,82,335","4,70,649",-,0.21%
"Oct 02, 2018","4,79,352","4,87,067","4,87,450","4,77,643",-,-1.55%
"Oct 01, 2018","4,86,912","4,79,973","4,87,513","4,75,517",-,1.45%
"Sep 30, 2018","4,79,973","4,78,936","4,82,692","4,73,654",-,0.22%
"Sep 29, 2018","4,78,936","4,81,141","4,81,141","4,68,886",-,-0.46%
"Sep 28, 2018","4,81,141","4,88,715","4,95,465","4,74,636",-,-1.45%
"Sep 27, 2018","4,88,226","4,70,362","4,90,756","4,68,103",-,3.80%
"Sep 26, 2018","4,70,362","4,71,145","4,75,720","4,63,742",-,-0.03%
"Sep 25, 2018","4,70,509","4,82,750","4,82,750","4,61,601",-,-2.54%
"Sep 24, 2018","4,82,750","4,84,734","4,87,756","4,76,494",-,-0.42%
"Sep 23, 2018","4,84,806","4,85,505","4,89,845","4,81,382",-,-0.16%
"Sep 22, 2018","4,85,584","4,88,372","4,93,987","4,79,771",-,-0.71%
"Sep 21, 2018","4,89,065","4,66,245","4,90,370","4,65,965",-,4.89%
"Sep 20, 2018","4,66,245","4,62,605","4,70,025","4,55,974",-,0.82%
"Sep 19, 2018","4,62,475","4,63,845","4,65,671","4,40,201",-,-0.30%
"Sep 18, 2018","4,63,845","4,53,750","4,65,110","4,51,955",-,2.22%
"Sep 17, 2018","4,53,750","4,68,571","4,73,496","4,50,708",-,-3.16%
"Sep 16, 2018","4,68,571","4,69,761","4,69,948","4,60,048",-,-0.33%
"Sep 15, 2018","4,70,128","4,67,251","4,73,654","4,66,783",-,0.51%
"Sep 14, 2018","4,67,763","4,66,482","4,72,015","4,57,182",-,0.27%
"Sep 13, 2018","4,66,482","4,55,828","4,69,264","4,55,633",-,2.34%
"Sep 12, 2018","4,55,828","4,59,351","4,59,351","4,49,554",-,-0.73%
"Sep 11, 2018","4,59,198","4,57,050","4,63,913","4,48,973",-,0.47%
"Sep 10, 2018","4,57,050","4,50,278","4,60,624","4,49,046",-,1.59%
"Sep 09, 2018","4,49,910","4,45,970","4,62,723","4,43,882",-,0.88%
"Sep 08, 2018","4,45,970","4,61,764","4,66,884","4,42,728",-,-3.42%
"Sep 07, 2018","4,61,764","4,68,823","4,69,708","4,53,735",-,-1.47%
"Sep 06, 2018","4,68,672","4,82,014","4,82,222","4,53,929",-,-2.77%
"Sep 05, 2018","4,82,014","5,28,078","5,31,867","4,81,734",-,-8.72%
"Sep 04, 2018","5,28,078","5,16,885","5,29,133","5,15,824",-,2.11%
"Sep 03, 2018","5,17,184","5,17,651","5,22,465","5,09,951",-,-0.09%
"Sep 02, 2018","5,17,651","5,10,082","5,20,681","5,05,816",-,1.48%
"Sep 01, 2018","5,10,082","4,97,978","5,14,540","4,97,538",-,2.43%
"Aug 31, 2018","4,97,978","4,98,909","5,01,508","4,89,238",-,-0.30%
"Aug 30, 2018","4,99,487","4,99,195","4,99,487","4,83,292",-,-0.06%
"Aug 29, 2018","4,99,808","4,99,625","5,02,311","4,88,631",-,0.06%
"Aug 28, 2018","4,99,526","4,83,428","5,02,137","4,81,112",-,3.44%
"Aug 27, 2018","4,82,903","4,67,419","4,83,463","4,64,996",-,3.17%
"Aug 26, 2018","4,68,082","4,69,792","4,73,144","4,59,193",-,-0.46%
"Aug 25, 2018","4,70,224","4,67,210","4,73,908","4,65,403",-,0.67%
"Aug 24, 2018","4,67,088","4,59,112","4,69,240","4,52,005",-,1.82%
"Aug 23, 2018","4,58,761","4,43,990","4,61,471","4,43,233",-,3.43%
"Aug 22, 2018","4,43,537","4,52,457","4,79,457","4,36,895",-,-1.95%
"Aug 21, 2018","4,52,335","4,36,181","4,53,756","4,36,181",-,3.66%
"Aug 20, 2018","4,36,384","4,52,505","4,55,832","4,34,646",-,-3.59%
"Aug 19, 2018","4,52,631","4,46,070","4,56,428","4,40,361",-,1.48%
"Aug 18, 2018","4,46,043","4,59,485","4,61,370","4,40,040",-,-3.01%
"Aug 17, 2018","4,59,865","4,41,490","4,59,865","4,40,601",-,4.06%
"Aug 16, 2018","4,41,910","4,42,645","4,54,996","4,36,425",-,-0.27%
"Aug 15, 2018","4,43,112","4,32,951","4,65,870","4,32,492",-,2.39%
"Aug 14, 2018","4,32,769","4,36,821","4,36,821","4,11,796",-,-1.05%
"Aug 13, 2018","4,37,381","4,35,993","4,53,979","4,32,158",-,0.26%
"Aug 12, 2018","4,36,262","4,30,410","4,45,659","4,26,630",-,1.45%
"Aug 11, 2018","4,30,016","4,24,689","4,46,198","4,15,264",-,1.30%
"Aug 10, 2018","4,24,506","4,52,318","4,52,536","4,15,810",-,-5.92%
"Aug 09, 2018","4,51,216","4,29,827","4,57,608","4,25,248",-,4.98%
"Aug 08, 2018","4,29,820","4,60,617","4,60,754","4,20,039",-,-6.74%
"Aug 07, 2018","4,60,888","4,77,890","4,91,046","4,58,621",-,-3.47%
"Aug 06, 2018","4,77,463","4,81,239","4,89,443","4,71,490",-,-0.91%
"Aug 05, 2018","4,81,835","4,80,513","4,85,748","4,72,120",-,0.38%
"Aug 04, 2018","4,80,013","5,08,385","5,13,071","4,74,806",-,-5.53%
"Aug 03, 2018","5,08,125","5,16,548","5,16,548","5,00,281",-,-1.74%
"Aug 02, 2018","5,17,110","5,19,664","5,26,630","5,11,516",-,-0.53%
"Aug 01, 2018","5,19,876","5,30,479","5,30,990","5,08,792",-,-2.02%
"Jul 31, 2018","5,30,589","5,61,668","5,61,668","5,25,334",-,-5.48%
"Jul 30, 2018","5,61,324","5,64,231","5,68,120","5,39,780",-,-0.52%
"Jul 29, 2018","5,64,231","5,65,913","5,68,850","5,57,444",-,0.18%
"Jul 28, 2018","5,63,202","5,61,778","5,65,285","5,54,418",-,0.40%
"Jul 27, 2018","5,60,937","5,45,550","5,69,340","5,38,059",-,2.76%
"Jul 26, 2018","5,45,849","5,63,718","5,71,564","5,41,195",-,-3.08%
"Jul 25, 2018","5,63,202","5,76,174","5,85,069","5,54,615",-,-2.72%
"Jul 24, 2018","5,78,937","5,34,222","5,83,039","5,30,114",-,8.44%
"Jul 23, 2018","5,33,855","5,08,436","5,36,748","5,06,896",-,4.92%
"Jul 22, 2018","5,08,800","5,08,943","5,19,964","5,05,047",-,-0.03%
"Jul 21, 2018","5,08,943","5,04,117","5,11,906","4,96,411",-,0.97%
"Jul 20, 2018","5,04,063","5,15,265","5,28,071","5,00,460",-,-2.17%
"Jul 19, 2018","5,15,265","5,06,343","5,20,965","4,99,418",-,1.93%
"Jul 18, 2018","5,05,506","5,00,484","5,19,106","4,96,447",-,1.01%
"Jul 17, 2018","5,00,436","4,61,413","5,10,205","4,55,287",-,8.06%
"Jul 16, 2018","4,63,090","4,34,759","4,63,895","4,33,834",-,6.52%
"Jul 15, 2018","4,34,725","4,28,097","4,37,574","4,26,953",-,1.55%
"Jul 14, 2018","4,28,097","4,26,015","4,31,700","4,23,289",-,0.48%
"Jul 13, 2018","4,26,042","4,27,482","4,33,407","4,20,864",-,-0.28%
"Jul 12, 2018","4,27,221","4,38,054","4,39,500","4,16,930",-,-2.54%
"Jul 11, 2018","4,38,343","4,34,388","4,40,568","4,32,476",-,0.95%
"Jul 10, 2018","4,34,223","4,57,193","4,59,753","4,32,821",-,-5.06%
"Jul 09, 2018","4,57,344","4,61,011","4,66,632","4,55,710",-,-0.85%
"Jul 08, 2018","4,61,272","4,64,972","4,66,966","4,59,464",-,-0.80%
"Jul 07, 2018","4,64,972","4,53,997","4,69,400","4,47,801",-,2.43%
"Jul 06, 2018","4,53,942","4,51,316","4,55,915","4,44,182",-,0.44%
"Jul 05, 2018","4,51,931","4,54,641","4,60,471","4,44,744",-,-0.60%
"Jul 04, 2018","4,54,641","4,48,391","4,62,195","4,39,950",-,1.60%
"Jul 03, 2018","4,47,489","4,54,750","4,59,839","5,973",-,-1.58%
"Jul 02, 2018","4,54,654","4,34,561","4,58,691",5,-,4.61%
"Jul 01, 2018","4,34,602","4,37,463","4,40,221","4,29,181",-,-0.66%
"Jun 30, 2018","4,37,470","4,24,568","4,46,005","4,24,568",-,2.95%
"Jun 29, 2018","4,24,917","4,02,474","4,29,359","3,97,848",-,5.41%
"Jun 28, 2018","4,03,121","4,22,756","4,24,934","4,01,137",-,-5.08%
"Jun 27, 2018","4,24,714","4,14,773","4,25,941","4,11,161",-,2.07%
"Jun 26, 2018","4,16,086","4,27,419","4,27,826","4,13,857",-,-2.59%
"Jun 25, 2018","4,27,139","4,17,101","4,30,395","4,12,758",-,2.37%
"Jun 24, 2018","4,17,237","4,18,045","4,23,393","3,91,849",-,-0.06%
"Jun 23, 2018","4,17,502","4,10,071","4,24,085","4,08,252",-,1.81%
"Jun 22, 2018","4,10,078","4,55,434","4,57,311","4,02,887",-,-9.95%
"Jun 21, 2018","4,55,407","4,62,114","4,62,114","4,53,605",-,-1.46%
"Jun 20, 2018","4,62,138","4,58,177","4,63,615","4,47,853",-,0.75%
"Jun 19, 2018","4,58,694","4,56,650","4,66,438","4,54,267",-,0.50%
"Jun 18, 2018","4,56,390","4,38,514","4,62,167","4,34,419",-,4.16%
"Jun 17, 2018","4,38,160","4,44,168","4,49,844","4,37,418",-,-1.33%
"Jun 16, 2018","4,44,086","4,37,177","4,48,448","4,33,418",-,1.63%
"Jun 15, 2018","4,36,972","4,52,576","4,52,576","4,35,493",-,-3.26%
"Jun 14, 2018","4,51,710","4,26,804","4,55,615","4,24,307",-,5.90%
"Jun 13, 2018","4,26,557","4,44,465","4,46,370","4,13,347",-,-4.01%
"Jun 12, 2018","4,44,356","4,63,714","4,63,714","4,35,479",-,-4.22%
"Jun 11, 2018","4,63,937","4,56,283","4,65,510","4,47,213",-,1.79%
"Jun 10, 2018","4,55,757","5,06,265","5,06,265","4,48,394",-,-9.95%
"Jun 09, 2018","5,06,126","5,14,144","5,18,850","5,04,428",-,-1.56%
"Jun 08, 2018","5,14,137","5,18,173","5,18,904","5,10,009",-,-0.82%
"Jun 07, 2018","5,18,389","5,11,591","5,22,084","5,11,591",-,1.33%
"Jun 06, 2018","5,11,564","5,11,811","5,14,685","5,00,758",-,0.04%
"Jun 05, 2018","5,11,375","5,02,291","5,14,914","4,95,253",-,1.73%
"Jun 04, 2018","5,02,659","5,17,075","5,19,218","4,99,937",-,-2.70%
"Jun 03, 2018","5,16,608","5,10,865","5,20,470","5,08,716",-,1.05%
"Jun 02, 2018","5,11,253","5,03,823","5,14,680","4,98,947",-,1.56%
"Jun 01, 2018","5,03,421","5,04,883","5,10,392","4,93,449",-,-0.30%
"May 31, 2018","5,04,930","4,97,380","5,12,558","4,94,829",-,1.52%
"May 30, 2018","4,97,380","5,08,682","5,12,365","4,91,233",-,-2.11%
"May 29, 2018","5,08,083","4,78,911","5,10,170","4,75,081",-,6.16%
"May 28, 2018","4,78,614","4,97,127","4,99,900","4,76,550",-,-3.72%
"May 27, 2018","4,97,127","4,96,363","5,00,315","4,89,130",-,0.18%
"May 26, 2018","4,96,251","5,04,998","5,15,695","4,93,617",-,-1.75%
"May 25, 2018","5,05,090","5,17,218","5,21,810","4,96,933",-,-2.30%
"May 24, 2018","5,16,999","5,15,180","5,27,155","4,96,337",-,0.28%
"May 23, 2018","5,15,571","5,45,956","5,46,675","5,09,113",-,-5.60%
"May 22, 2018","5,46,148","5,74,439","5,74,439","5,42,595",-,-4.93%
"May 21, 2018","5,74,494","5,79,412","5,84,113","5,66,351",-,-0.85%
"May 20, 2018","5,79,443","5,59,581","5,83,512","5,55,543",-,3.44%
"May 19, 2018","5,60,193","5,60,125","5,70,523","5,53,632",-,0.01%
"May 18, 2018","5,60,125","5,48,986","5,62,539","5,37,224",-,1.90%
"May 17, 2018","5,49,701","5,68,272","5,73,560","5,42,767",-,-3.18%
"May 16, 2018","5,67,782","5,79,748","5,80,508","5,50,872",-,-2.07%
"May 15, 2018","5,79,755","5,86,608","5,99,567","5,74,333",-,-1.18%
"May 14, 2018","5,86,655","5,85,224","6,00,979","5,56,717",-,0.25%
"May 13, 2018","5,85,204","5,70,425","5,89,603","5,61,352",-,2.72%
"May 12, 2018","5,69,711","5,67,041","5,81,507","5,53,146",-,0.71%
"May 11, 2018","5,65,687","6,07,325","6,07,325","5,62,518",-,-6.94%
"May 10, 2018","6,07,864","6,30,378","6,31,720","6,06,816",-,-3.56%
"May 09, 2018","6,30,280","6,16,694","6,31,548","6,05,210",-,2.10%
"May 08, 2018","6,17,346","6,27,913","6,36,029","6,07,450",-,-1.87%
"May 07, 2018","6,29,102","6,45,583","6,46,532","6,18,392",-,-2.50%
"May 06, 2018","6,45,212","6,58,929","6,65,784","6,31,756",-,-1.97%
"May 05, 2018","6,58,207","6,48,344","6,67,234","6,47,212",-,1.54%
"May 04, 2018","6,48,231","6,50,389","6,56,069","6,37,576",-,-0.45%
"May 03, 2018","6,51,143","6,19,860","6,55,837","6,10,996",-,5.25%
"May 02, 2018","6,18,659","6,02,913","6,21,269","5,99,636",-,2.06%
"May 01, 2018","6,06,168","6,14,013","6,14,013","5,88,696",-,-1.12%
"Apr 30, 2018","6,13,004","6,26,824","6,27,895","6,04,889",-,-2.11%
"Apr 29, 2018","6,26,225","6,22,267","6,36,880","6,11,868",-,0.60%
"Apr 28, 2018","6,22,461","5,94,254","6,28,476","5,91,056",-,4.63%
"Apr 27, 2018","5,94,900","6,20,079","6,25,958","5,93,161",-,-4.18%
"Apr 26, 2018","6,20,881","5,92,235","6,22,795","5,78,615",-,4.68%
"Apr 25, 2018","5,93,095","6,41,351","6,48,300","5,87,942",-,-7.48%
"Apr 24, 2018","6,41,016","5,95,111","6,46,811","5,94,220",-,7.79%
"Apr 23, 2018","5,94,691","5,82,086","5,98,150","5,80,858",-,2.22%
"Apr 22, 2018","5,81,757","5,90,287","5,97,583","5,79,512",-,-1.42%
"Apr 21, 2018","5,90,161","5,87,149","5,97,781","5,70,636",-,0.61%
"Apr 20, 2018","5,86,599","5,47,100","5,91,247","5,42,974",-,7.06%
"Apr 19, 2018","5,47,913","5,39,686","5,48,871","5,32,990",-,1.75%
"Apr 18, 2018","5,38,504","5,18,189","5,40,642","5,17,234",-,3.97%
"Apr 17, 2018","5,17,923","5,27,189","5,38,376","5,14,218",-,-1.67%
"Apr 16, 2018","5,26,725","5,45,148","5,48,469","5,17,070",-,-3.42%
"Apr 15, 2018","5,45,389","5,21,873","5,49,164","5,21,873",-,4.55%
"Apr 14, 2018","5,21,661","5,13,911","5,33,520","5,10,086",-,1.63%
"Apr 13, 2018","5,13,282","5,17,125","5,36,891","5,06,540",-,-0.77%
"Apr 12, 2018","5,17,272","4,53,211","5,26,490","4,42,361",-,14.16%
"Apr 11, 2018","4,53,092","4,44,106","4,55,005","4,42,356",-,2.01%
"Apr 10, 2018","4,44,161","4,39,220","4,47,499","4,32,165",-,1.22%
"Apr 09, 2018","4,38,805","4,55,956","4,66,888","4,29,025",-,-3.63%
"Apr 08, 2018","4,55,352","4,47,469","4,61,381","4,46,904",-,1.80%
"Apr 07, 2018","4,47,293","4,29,259","4,58,537","4,28,467",-,4.32%
"Apr 06, 2018","4,28,772","4,39,526","4,44,959","4,22,955",-,-2.44%
"Apr 05, 2018","4,39,482","4,41,308","4,49,272","4,27,505",-,-0.37%
"Apr 04, 2018","4,41,092","4,80,588","4,81,527","4,35,536",-,-8.31%
"Apr 03, 2018","4,81,088","4,59,451","4,87,460","4,56,759",-,4.77%
"Apr 02, 2018","4,59,183","4,43,765","4,62,912","4,41,128",-,3.55%
"Apr 01, 2018","4,43,433","4,50,696","4,57,504","4,18,788",-,-1.58%
"Mar 31, 2018","4,50,550","4,45,171","4,69,992","4,42,073",-,1.06%
"Mar 30, 2018","4,45,815","4,61,841","4,72,583","4,27,800",-,-3.18%
"Mar 29, 2018","4,60,457","5,17,559","5,18,721","4,48,345",-,-10.88%
"Mar 28, 2018","5,16,668","5,04,731","5,27,963","5,01,969",-,2.45%
"Mar 27, 2018","5,04,335","5,27,152","5,30,992","5,01,343",-,-4.07%
"Mar 26, 2018","5,25,731","5,48,705","5,51,922","5,07,856",-,-4.21%
"Mar 25, 2018","5,48,840","5,54,358","5,62,954","5,44,487",-,-0.67%
"Mar 24, 2018","5,52,534","5,79,451","5,85,690","5,52,534",-,-4.56%
"Mar 23, 2018","5,78,927","5,66,692","5,78,927","5,37,780",-,1.91%
"Mar 22, 2018","5,68,090","5,79,176","5,92,112","5,52,683",-,-1.92%
"Mar 21, 2018","5,79,218","5,80,895","5,97,685","5,72,035",-,-0.25%
"Mar 20, 2018","5,80,654","5,60,130","5,88,707","5,41,997",-,3.53%
"Mar 19, 2018","5,60,870","5,34,227","5,67,062","5,27,680",-,5.01%
"Mar 18, 2018","5,34,106","5,11,050","5,37,865","4,76,551",-,4.24%
"Mar 17, 2018","5,12,404","5,36,905","5,42,739","5,04,328",-,-5.04%
"Mar 16, 2018","5,39,586","5,37,157","5,59,103","5,13,632",-,0.71%
"Mar 15, 2018","5,35,772","5,30,178","5,46,273","4,98,858",-,0.76%
"Mar 14, 2018","5,31,720","5,92,624","6,09,443","5,14,638",-,-10.23%
"Mar 13, 2018","5,92,306","5,92,664","6,15,508","5,72,871",-,0.07%
"Mar 12, 2018","5,91,904","6,19,000","6,43,158","5,71,896",-,-4.24%
"Mar 11, 2018","6,18,119","5,69,226","6,31,195","5,47,476",-,8.66%
"Mar 10, 2018","5,68,882","5,98,594","6,16,882","5,65,761",-,-4.99%
"Mar 09, 2018","5,98,789","6,05,437","6,13,223","5,43,695",-,-1.06%
"Mar 08, 2018","6,05,222","6,41,902","6,57,492","5,89,153",-,-5.58%
"Mar 07, 2018","6,40,959","6,95,890","7,07,149","6,13,006",-,-7.90%
"Mar 06, 2018","6,95,930","7,40,149","7,40,855","6,85,848",-,-6.81%
"Mar 05, 2018","7,46,813","7,50,447","7,60,507","7,43,227",-,-0.46%
"Mar 04, 2018","7,50,251","7,45,863","7,52,533","7,21,250",-,0.62%
"Mar 03, 2018","7,45,603","7,18,805","7,51,275","7,18,805",-,3.79%
"Mar 02, 2018","7,18,349","7,11,558","7,29,462","7,03,027",-,1.08%
"Mar 01, 2018","7,10,645","6,72,994","7,22,618","6,67,218",-,5.63%
"Feb 28, 2018","6,72,765","6,86,172","7,20,244","6,70,918",-,-2.25%
"Feb 27, 2018","6,88,282","6,68,993","7,06,419","6,56,389",-,3.04%
"Feb 26, 2018","6,67,951","6,19,894","6,76,559","6,06,010",-,7.97%
"Feb 25, 2018","6,18,665","6,26,759","6,38,072","6,02,083",-,-1.29%
"Feb 24, 2018","6,26,730","6,57,820","6,80,840","6,06,492",-,-4.98%
"Feb 23, 2018","6,59,571","6,38,142","6,73,902","6,22,639",-,3.40%
"Feb 22, 2018","6,37,888","6,78,225","7,09,804","6,32,779",-,-5.83%
"Feb 21, 2018","6,77,381","7,26,795","7,29,210","6,63,639",-,-6.89%
"Feb 20, 2018","7,27,541","7,20,665","7,65,754","7,19,858",-,0.94%
"Feb 19, 2018","7,20,794","6,68,690","7,25,290","6,63,764",-,7.96%
"Feb 18, 2018","6,67,628","7,11,707","7,24,524","6,52,229",-,-6.02%
"Feb 17, 2018","7,10,419","6,54,516","7,13,639","6,48,204",-,8.47%
"Feb 16, 2018","6,54,934","6,38,364","6,58,444","6,21,519",-,2.36%
"Feb 15, 2018","6,39,808","6,05,165","6,50,506","5,98,014",-,5.68%
